# JobNameTable (n=4891) from jobname.lub
JT_14_3_MERCENARY_A	14_3_MERCENARY_A
JT_CRYSTAL_2	CRYSTAL_2
JT_CRYSTAL_3	CRYSTAL_3
JT_CRYSTAL_4	CRYSTAL_4
JT_CRYSTAL_5	CRYSTAL_4
JT_CRYSTAL_6	CRYSTAL_1
JT_CRYSTAL_7	CRYSTAL_2
JT_CRYSTAL_8	CRYSTAL_3
JT_CRYSTAL_9	CRYSTAL_4
JT_CRYSTAL_H	CRYSTAL_H
JT_CRYSTAL_L	CRYSTAL_L
JT_CURSED_MEMORY	ZOMBIE_PRISONER
JT_CURSED_SENTINEL	BLOODY_MURDERER
JT_CURSED_SOLDIER	RAGGED_ZOMBIE
JT_CURUPIRA	CURUPIRA
JT_CWHITEKNIGHT	CWHITEKNIGHT
JT_C_ANTLER_SCARABA	I_ANTLER_SCARABA
JT_C_HORN_SCARABA	I_HORN_SCARABA
JT_C_HORN_SCARABA2	I_HORN_SCARABA2
JT_C_RAKE_SCARABA	I_RAKE_SCARABA
JT_C_TOWER_MANAGER	C_Tower_Manager
JT_C_TOWER_MANAGER2	C_Tower_Manager
JT_DAEBAK_GOURD	EVENT_GOURD
JT_DAEHYON	DAEHYON
JT_DALCOM	DALCOM
JT_DANCING_DRAGON	DANCING_DRAGON
JT_DANDELION	DANDELION
JT_DANDELION_	DANDELION
JT_DANDELION_H	dandelion
JT_DARK_FRAME	Dark_Frame
JT_DARK_ILLUSION	DARK_ILLUSION
JT_DARK_LORD	Dark_Lord
JT_DARK_LORD_H	dark_lord_mj
JT_DARK_PRIEST	DARK_PRIEST
JT_DARK_SHADOW	DARK_SHADOW
JT_DARK_SNAKE_LORD	DARK_SNAKE_LORD
JT_DARK_SOUL	QUVE
JT_DEADRE	deadre
JT_DEADWEEN	DEADWEEN
JT_DEAD_PLANKTON	DEAD_PLANKTON
JT_DEATHWORD	DEATHWORD
JT_DEATH_WITCH	death_witch
JT_DEDSERA	DEDSERA
JT_DELETER	DELETER
JT_DELETER1_H	deleter1_mj
JT_DELETER2_H	deleter2_mj
JT_DELETER_	DELETER_
JT_DELETER_2	DELETER_2
JT_DEMON_PUNGUS	DEMON_PUNGUS
JT_DENIRO	DENIRO
JT_DENIRO_2	deniro
JT_DESERT_WOLF	DESERT_WOLF
JT_DESERT_WOLF_2	desert_wolf
JT_DESERT_WOLF_B	DESERT_WOLF_B
JT_DETALE	DETALE
JT_DEVIACE	DEVIACE
JT_DEVIACE_H	DEVIACE
JT_DEVILING	DEVILING
JT_DEVIRUCHI	DEVIRUCHI
JT_DEVIRUCHI_H	DEVIRUCHI
JT_DEVIRUCHI_W	deviruchi_w
JT_DIABOLIC	DIABOLIC
JT_DIABOLIC2	DIABOLIC2
JT_DIMIK	DIMIK
JT_DIMIK_1	DIMIK_1
JT_DIMIK_2	DIMIK_2
JT_DIMIK_3	DIMIK_3
JT_DIMIK_4	DIMIK_4
JT_DISGUISE	DISGUISE
JT_DISGUISER	disguiser
JT_DISPOL	DISPOL
JT_DOKEBI	DOKEBI
JT_DOKEBI_	DOKEBI_
JT_DOLOMEDES	DOLOMEDES
JT_DOLORIAN	dolorian
JT_DOMOVOI	DOMOVOI
JT_DOPPELGANGER	Doppelganger
JT_DR815	DR815
JT_DRACO	DRACO
JT_DRACO_EGG	DRACO_EGG
JT_DRACULA	DRACULA
JT_DRAGON_EGG	DRAGON_EGG
JT_DRAGON_FLY	DRAGON_FLY
JT_DRAGON_TAIL	DRAGON_TAIL
JT_DRAINLIAR	DRAINLIAR
JT_DRAKE	DRAKE
JT_DREAMMETAL	Empelium90_0.gr2
JT_DRILLER	DRILLER
JT_DROPS	DROPS
JT_DROSERA	DROSERA
JT_DRYAD	DRYAD
JT_DR_BASILISK1	DR_BASILISK1
JT_DR_BASILISK2	DR_BASILISK2
JT_DR_BASILISK3	DR_BASILISK3
JT_DR_BIG_EGGRING	DR_BIG_EGGRING
JT_DR_DESERT_WOLF_B	DR_DESERT_WOLF_B
JT_DR_EGGRING	DR_EGGRING
JT_DR_EGGRING_G	DR_EGGRING
JT_DR_FABRE	DR_FABRE
JT_DR_HORNET	DR_HORNET
JT_DR_LUNATIC	DR_LUNATIC
JT_DR_MANDRAGORA	DR_MANDRAGORA
JT_DR_POM_SPIDER	DR_POM_SPIDER
JT_DR_RODA_FROG	DR_RODA_FROG
JT_DR_SPORE	DR_SPORE
JT_DULLAHAN	DULLAHAN
JT_DUMMY_10	PECO_EGG
JT_DUMMY_100	HORN_SCARABA2_EGG
JT_DUMMY_10_FIRE	ANT_EGG
JT_DUMMY_150	DRAGON_EGG
JT_DUMMY_50	HORN_SCARABA_EGG
JT_DUNEYRR	DUNEYRR
JT_DUSTINESS	DUSTINESS
JT_E16_2_SEYREN	seyren
JT_E1_ACIDUS	ACIDUS
JT_E1_ACIDUS_	ACIDUS_
JT_E1_BEHOLDER	BEHOLDER
JT_E1_FELOCK	FELOCK
JT_E1_GREMLIN	GREMLIN
JT_E1_G_S_NYDHOG	S_NYDHOG
JT_E1_ROTAR_ZAIRO	ROTAR_ZAIRO
JT_E2_ACIDUS	ACIDUS
JT_E2_ACIDUS_	ACIDUS_
JT_E2_BEHOLDER	BEHOLDER
JT_E2_FELOCK	FELOCK
JT_E2_GREMLIN	GREMLIN
JT_E2_G_S_NYDHOG	S_NYDHOG
JT_E2_ROTAR_ZAIRO	ROTAR_ZAIRO
JT_ECHIO	ECHIO
JT_ECLIPSE	ECLIPSE
JT_ECLIPSE_P	ECLIPSE_P
JT_ECO_ACIDUS	ACIDUS_B
JT_ECO_ANCIENT_MUMMY	ANCIENT_MUMMY
JT_ECO_ANGELGOLT	ECO_ANGELGOLT
JT_ECO_ANGRA_MANTIS	angra_mantis
JT_ECO_ANOPHELES	anopheles
JT_ECO_AQUA_ELEMENTAL	aqua_elemental
JT_ECO_ARCHANGELING	archangeling
JT_ECO_BANSHEE	BANSHEE
JT_ECO_CENTIPEDE	CENTIPEDE
JT_ECO_COMODO	comodo
JT_ECO_CORNUS	CORNUS
JT_ECO_CRAMP	cramp
JT_ECO_DELETER	ECO_DELETER
JT_ECO_DETALE	DETALE
JT_ECO_EXPLOSION	ECO_EXPLOSION
JT_ECO_FAKE_ANGEL	fake_angel
JT_ECO_FLAME_SKULL	FLAME_SKULL
JT_ECO_FLORA	ECO_FLORA
JT_ECO_GAJOMART	gajomart
JT_ECO_GLOOMUNDERNIGHT	gloomundernight
JT_ECO_GRYPHON	gryphon
JT_ECO_HILL_WIND	ECO_HILL_WIND
JT_ECO_HUNTER_FLY	HUNTER_FLY
JT_ECO_HYDRO	HYDRO
JT_ECO_ICE_TITAN	ICE_TITAN
JT_ECO_JAKK	JAKK
JT_ECO_KNIGHT_OF_ABYSS	ECO_KNIGHT_OF_ABYSS
JT_ECO_KTULLANUX	KTULLANUX
JT_ECO_KUKRE	kukre
JT_ECO_LAVA_GOLEM	ECO_LAVA_GOLEM
JT_ECO_LORD_OF_DEATH	LORD_OF_DEATH
JT_ECO_LUDE	LUDE
JT_ECO_MAJORUROS	MAJORUROS
JT_ECO_MARIONETTE	marionette
JT_ECO_MISTRESS	ECO_MISTRESS
JT_ECO_NEPENTHES	nepenthes
JT_ECO_NIGHTMARE	nightmare
JT_ECO_NOXIOUS	noxious
JT_ECO_ODIUM	tha_odium
JT_ECO_PINGUICULA	PINGUICULA
JT_ECO_PLASMA_P	plasma_p
JT_ECO_POISON_TOAD	poison_toad
JT_ECO_RAGGED_ZOMBIE	RAGGED_ZOMBIE
JT_ECO_RANDGRIS	randgris
JT_ECO_RHYNCHO	RHYNCHO
JT_ECO_ROCKER	ROCKER
JT_ECO_RUDO	rudo
JT_ECO_SAVAGE	SAVAGE
JT_ECO_SIDE_WINDER	side_winder
JT_ECO_SIROMA	SIROMA
JT_ECO_SNOWIER	SNOWIER
JT_ECO_SOLACE	solace
JT_ECO_THE_PAPER	the_paper
JT_ECO_VENOM_KIMERA	ep16_2_venom_kimera
JT_ECO_WHISPER	whisper
JT_ECO_WRAITH	WRAITH
JT_EDDGA	EDDGA
JT_EFFECTLAUNCHER	1_ETC_01
JT_EGGYRA	EGGYRA
JT_EIGHT_DIVISION	anacondaq
JT_ELDER	ELDER
JT_ELDER_WILOW	Elder_wilow
JT_ELDEST	ELDEST
JT_ELEPHANT	ELEPHANT
JT_ELVIRA	ELVIRA
JT_EL_AGNI_L	EL_AGNI_L
JT_EL_AGNI_M	EL_AGNI_M
JT_EL_AGNI_S	EL_AGNI_S
JT_EL_AQUA_L	EL_AQUA_L
JT_EL_AQUA_M	EL_AQUA_M
JT_EL_AQUA_S	EL_AQUA_S
JT_EL_TERA_L	EL_TERA_L
JT_EL_TERA_M	EL_TERA_M
JT_EL_TERA_S	EL_TERA_S
JT_EL_VENTUS_L	EL_VENTUS_L
JT_EL_VENTUS_M	EL_VENTUS_M
JT_EL_VENTUS_S	EL_VENTUS_S
JT_EMPATHIZER	EMPATHIZER
JT_EMPELIUM	Empelium90_0.gr2
JT_EM_ANGELING	EM_ANGELING
JT_EM_ARDOR	ELEMETAL_MASTER_S3
JT_EM_DEVILING	EM_DEVILING
JT_EM_DILUVIO	ELEMETAL_MASTER_S1
JT_EM_PROCELLA	ELEMETAL_MASTER_S5
JT_EM_SERPENS	ELEMETAL_MASTER_S2
JT_EM_TERREMOTUS	ELEMETAL_MASTER_S4
JT_ENGKANTO	ENGKANTO
JT_ENTWEIHEN	ENTWEIHEN
JT_EP14_3_DEATH_A_MOB1	EP14_3_DEATH_A_MOB1
JT_EP14_3_DEATH_A_MOB2	EP14_3_DEATH_A_MOB2
JT_EP14_3_DEATH_A_MOB3	EP14_3_DEATH_A_MOB3
JT_EP14_3_DEATH_BOSS	EP14_3_DEATH_BOSS
JT_EP14_3_DEATH_B_MOB1	EP14_3_DEATH_B_MOB1
JT_EP14_3_DEATH_B_MOB2	EP14_3_DEATH_B_MOB2
JT_EP14_3_DEATH_B_MOB3	EP14_3_DEATH_B_MOB3
JT_EP14_3_DEATH_C_MOB1	EP14_3_DEATH_C_MOB1
JT_EP14_3_DEATH_C_MOB2	EP14_3_DEATH_C_MOB2
JT_EP14_3_DEATH_C_MOB3	EP14_3_DEATH_C_MOB3
JT_EP14_MORS_BOSSA	EP14_MORS_BOSSA
JT_EP14_MORS_BOSSB	EP14_MORS_BOSSB
JT_EP14_MORS_DUMMY	EP14_MORS_DUMMY
JT_EP14_MORS_EVENT	EP14_MORS_EVENT
JT_EP14_MORS_HIDDEN	DEAD_PLANKTON
JT_EP14_MORS_MOB1	EP14_MORS_MOB1
JT_EP14_MORS_MOB2	EP14_MORS_MOB2
JT_EP14_MORS_MOB3	EP14_MORS_MOB3
JT_EP14_MORS_MOB4	EP14_MORS_MOB4
JT_EP14_MORS_MOB5	EP14_MORS_MOB5
JT_EP14_MORS_MOB6	EP14_MORS_MOB6
JT_EP16_2_BROKEN_GUN	ep16_2_broken_gun
JT_EP16_2_E_BOLKOBA	ep16_2_e_bolkoba
JT_EP16_2_HUMAN_KIMERA	ep16_2_human_kimera
JT_EP16_2_H_HUNTER_EV	ep16_2_h_hunter_ev
JT_EP16_2_H_HUNTER_MD	heart_hunter_n
JT_EP16_2_H_HUNTER_V	heart_hunter_n
JT_EP16_2_MATTER_KIMERA	ep16_2_matter_kimera
JT_EP16_2_MM_CUTIE	atros
JT_EP16_2_MM_S_GUARDS	ep16_2_mm_s_guards
JT_EP16_2_MM_U_ENERGY_B	plasma_b
JT_EP16_2_MM_U_ENERGY_G	plasma_g
JT_EP16_2_MM_U_ENERGY_R	plasma_r
JT_EP16_2_VENOM_KIMERA	ep16_2_venom_kimera
JT_EP17_1_BELLARE1	bellare
JT_EP17_1_BELLARE2	bellare2
JT_EP17_1_DOLOR1	dolor
JT_EP17_1_DOLOR2	dolor2
JT_EP17_1_PLAGA1	plaga
JT_EP17_1_PLAGA2	plaga2
JT_EP17_1_R4885_BESTIA	ep17_1_r4885_bestia
JT_EP17_1_SANARE1	sanare
JT_EP17_1_SANARE2	sanare2
JT_EP17_1_TWIN_CAPUT1	caput
JT_EP17_1_TWIN_CAPUT2	caput2
JT_EP17_1_VENENUM1	venenum
JT_EP17_1_VENENUM2	venenum2
JT_EP17_2_ALPHA_MASTER	alpha_master
JT_EP17_2_BATH_MERMAID	bath_mermaid
JT_EP17_2_BELLARE3	ep17_2_vellare
JT_EP17_2_BETA_BASIC	beta_basic
JT_EP17_2_BETA_BASIC_NG	beta_basic_ng
JT_EP17_2_BETA_BATHS_A	beta_baths_a
JT_EP17_2_BETA_BATHS_B	beta_baths_b
JT_EP17_2_BETA_CLEANER_A	beta_cleaner_a
JT_EP17_2_BETA_CLEANER_B	beta_cleaner_b
JT_EP17_2_BETA_GUARDS	beta_guards
JT_EP17_2_BETA_GUARDS_NG	beta_guards_ng
JT_EP17_2_BETA_ITEMKEEPER	beta_itemkeeper
JT_EP17_2_BOOKWORM	bookworm
JT_EP17_2_CHILD_ADMIN1	child_admin1
JT_EP17_2_CHILD_ADMIN2	child_admin2
JT_EP17_2_CRAMP	ep17_2_cramp
JT_EP17_2_DOLOR3	dolor2
JT_EP17_2_GUARDIAN_PARTS	ep17_2_guardian_parts
JT_EP17_2_HEART_HUNTER	heart_hunter_n
JT_EP17_2_HEART_HUNTER_H	heart_hunter_n
JT_EP17_2_MARC	ep17_2_marc
JT_EP17_2_OMEGA_CLEANER	omega_cleaner
JT_EP17_2_OMEGA_CLEANER_NG	omega_cleaner
JT_EP17_2_PHEN	ep17_2_phen
JT_EP17_2_PIRANHA	ep17_2_piranha
JT_EP17_2_PITAYA_B	pitaya_b
JT_EP17_2_PITAYA_BOSS	pitaya_boss
JT_EP17_2_PITAYA_G	pitaya_g
JT_EP17_2_PITAYA_R	pitaya_r
JT_EP17_2_PITAYA_V	pitaya_v
JT_EP17_2_PITAYA_Y	pitaya_y
JT_EP17_2_PLAGA3	plaga2
JT_EP17_2_PLASMA_R	plasma_r
JT_EP17_2_PLASMA_R2	plasma_r
JT_EP17_2_PLASMA_Y	plasma_r
JT_EP17_2_ROAMING_SPLBOOK	roaming_splbook
JT_EP17_2_SANARE3	ep17_2_sanare
JT_EP17_2_SWORD_FISH	ep17_2_sword_fish
JT_EP17_2_VENENUM3	ep17_2_venenum
JT_EP17_2_WATERFALL	ep17_2_waterfall
JT_EP18_ARMED_VILLAGER01	ep18_armed_villager01
JT_EP18_ARMED_VILLAGER02	ep18_armed_villager02
JT_EP18_ARMED_VILLAGER03	ep18_armed_villager03
JT_EP18_ASHHOPPER	ep18_ashhopper
JT_EP18_ASHRING	ep18_ashring
JT_EP18_ASH_TOAD	ep18_ash_toad
JT_EP18_BURNING_FANG	ep18_burning_fang
JT_EP18_FIREWIND_KITE	ep18_firewind_kite
JT_EP18_GREY_GOAT	ep18_grey_goat
JT_EP18_GREY_WOLF	ep18_grey_wolf
JT_EP18_GREY_WOLF_BABY	ep18_grey_wolf_baby
JT_EP18_HOT_MOLAR	ep18_hot_molar
JT_EP18_LAVA_TOAD	ep18_lava_toad
JT_EP18_MD_DEMI_FREYJA	ep18_md_demi_freyja
JT_EP18_MD_DEMI_FREYJA_L	ep18_md_demi_freyja
JT_EP18_MD_DEMI_FREYJA_R	ep18_md_demi_freyja
JT_EP18_MD_GUARD_A	ep18_md_guard_a
JT_EP18_MD_GUARD_B	ep18_md_guard_b
JT_EP18_MD_HEARTHUNTER_A	ep18_md_hearthunter_a
JT_EP18_MD_HEARTHUNTER_F	ep18_md_hearthunter_f
JT_EP18_MD_HEARTHUNTER_L	ep18_md_hearthunter_r2
JT_EP18_MD_HEARTHUNTER_R	ep18_md_hearthunter_r
JT_EP18_MD_HEARTHUNTER_R2	ep18_md_hearthunter_r2
JT_EP18_MD_SANARE_L	ep18_md_sanare_r
JT_EP18_MD_SANARE_R	ep18_md_sanare_r
JT_EP18_MD_SCHULANG	ep18_md_schulang
JT_EP18_MD_SCHULANG_L	ep18_md_schulang
JT_EP18_MD_SCHULANG_R	ep18_md_schulang
JT_EP18_MD_THOR_GUARD	ep18_md_thor_guard
JT_EP18_NPC_MARAM	ep18_npc_maram
JT_EP18_NPC_MIRIAM	ep18_npc_miriam
JT_EP18_NPC_SUAD	ep18_npc_suad
JT_EP18_PHANTOM_WOLF	ep18_phantom_wolf
JT_EP18_RAKEHAND	ep18_rakehand
JT_EP18_SPARK	ep18_spark
JT_EP18_TUMBLE_RING	ep18_tumble_ring
JT_EP18_VOLCARING	ep18_volcaring
JT_EP19_CALMARING	EP19_CALMARING
JT_EP19_CAVE_CALMARING	EP19_CAVE_CALMARING
JT_EP19_CAVE_FLOWER	EP19_CAVE_FLOWER
JT_EP19_DOLLOCARIS	EP19_DOLLOCARIS
JT_EP19_ET_RGAN_D	EP19_MD_RGAN_D
JT_EP19_HALLUCIGENIA	EP19_HALLUCIGENIA
JT_EP19_HALLUCIGENIA_BABY	EP19_HALLUCIGENIA_BABY
JT_EP19_HEARTHUNTER_AT	EP19_MD_HEARTHUNTER_AT
JT_EP19_ICE_GANGU	EP19_ICE_GANGU
JT_EP19_ICE_STRAW	EP19_ICE_STRAW
JT_EP19_LIMACINA	EP19_LIMACINA
JT_EP19_LIMACINA_BOSS	EP19_LIMACINA_BOSS
JT_EP19_MD_AQUILA	EP19_MD_AQUILA
JT_EP19_MD_AQUILA_B	EP19_MD_AQUILA
JT_EP19_MD_BOX1	purplestone
JT_EP19_MD_BOX2	purplestone
JT_EP19_MD_HEARTHUNTER_AT	EP19_MD_HEARTHUNTER_AT
JT_EP19_MD_JUNCEA	EP19_MD_JUNCEA
JT_EP19_MD_JUNCEA_S	EP19_MD_JUNCEA_S
JT_EP19_MD_RGAN_D	EP19_MD_RGAN_D
JT_EP19_MD_RGAN_E	EP19_MD_RGAN_E
JT_EP19_MD_RGAN_ES	EP19_MD_RGAN_E
JT_EP19_NPC_IWIN	EP19_NPC_IWIN
JT_EP19_NPC_IWIN_SB	EP19_NPC_IWIN_SB
JT_EP19_NPC_IWIN_SG	EP19_NPC_IWIN_SG
JT_EP19_NPC_IWIN_SN	EP19_NPC_IWIN_SN
JT_EP19_NPC_IWIN_SR	EP19_NPC_IWIN_SR
JT_EP19_NPC_IWIN_SY	EP19_NPC_IWIN_SY
JT_EP19_NPC_LEHAR	EP19_NPC_LEHAR
JT_EP19_ONE_EYE_DOLLOCARIS	EP19_ONE_EYE_DOLLOCARIS
JT_EP19_RE_RGAN_E	EP19_MD_RGAN_E
JT_EP19_RGAN_A	EP19_RGAN_A
JT_EP19_RGAN_B	EP19_RGAN_B
JT_EP19_RGAN_C	EP19_RGAN_C
JT_EP19_RGAN_D	EP19_RGAN_D
JT_EP19_RGAN_E	EP19_RGAN_E
JT_EP19_SHINING_SEAWEED	EP19_SHINING_SEAWEED
JT_EP19_UNFROST_FLOWER	EP19_UNFROST_FLOWER
JT_EP19_WASTED_RGAN_A	EP19_WASTED_RGAN_A
JT_EP19_WASTED_RGAN_C	EP19_WASTED_RGAN_C
JT_EP20_ANGEL_ICESLUG	EP20_ANGEL_ICESLUG
JT_EP20_ARMOERDCOPO	EP20_ARMOERDCOPO
JT_EP20_BOSS_CLANER	EP20_BOSS_CLANER
JT_EP20_COPO	EP20_COPO
JT_EP20_DEMIGOD_LASGAND	EP20_DEMIGOD_LASGAND
JT_EP20_EGGCOPO	EP20_EGGCOPO
JT_EP20_FAKE_IWIN_SB	EP20_FAKE_IWIN_SB
JT_EP20_FAKE_IWIN_SG	EP20_FAKE_IWIN_SG
JT_EP20_FAKE_IWIN_SN	EP20_FAKE_IWIN_SN
JT_EP20_FAKE_IWIN_SR	EP20_FAKE_IWIN_SR
JT_EP20_FAKE_IWIN_SY	EP20_FAKE_IWIN_SY
JT_EP20_ICEBEAR	EP20_ICEBEAR
JT_EP20_ICEEGG	EP20_ICEEGG
JT_EP20_ICEWIND1	EP20_ICEWIND1
JT_EP20_ICEWIND2	EP20_ICEWIND2
JT_EP20_JORGAN_CLEANER	EP20_JORGAN_CLEANER
JT_EP20_JORGAN_GUARDIAN	EP20_JORGAN_GUARDIAN
JT_EP20_JORGAN_HEALER	EP20_JORGAN_HEALER
JT_EP20_JORGAN_WARLOCK	EP20_JORGAN_WARLOCK
JT_EP20_JORMUNGUARD1	EP20_JORMUNGUARD1
JT_EP20_JORMUNGUARD2	EP20_JORMUNGUARD2
JT_EP20_MD_BOX1	purplestone
JT_EP20_MD_BOX2	purplestone
JT_EP20_MD_HEARTHUNTER1	EP19_MD_HEARTHUNTER_AT
JT_EP20_MELIBE_ICESLUG	EP20_MELIBE_ICESLUG
JT_EP20_NPC_COCOPO	EP20_NPC_COCOPO
JT_EP20_NPC_LASGAND	EP20_LASGAND
JT_EP20_NPC_NYAR	EP20_NYAR
JT_EP20_RABBIT_ICESLUG	EP20_RABBIT_ICESLUG
JT_EP20_RGAN_HEALER	EP20_RGAN_HEALER
JT_EP20_RGAN_WARLOCK	EP20_RGAN_WARLOCK
JT_EP20_SNOW_ANGEL	EP20_SNOW_ANGEL
JT_EREMES	EREMES
JT_EREND	EREND
JT_ERZSEBET	ERZSEBET
JT_EVENT_ALARM	ALARM
JT_EVENT_BAPHO	EVENT_BAPHO
JT_EVENT_BAPHOMET	Baphomet
JT_EVENT_BAPHOMET_	Baphomet
JT_EVENT_BATHORY	BATHORY
JT_EVENT_BIGFOOT	BIGFOOT
JT_EVENT_BOMB	BOMBPORING
JT_EVENT_DESERT_WOLF	DESERT_WOLF
JT_EVENT_DETALE	DETALE
JT_EVENT_DEVIRUCHI	DEVIRUCHI
JT_EVENT_FIREFOX	EVENT_FIREFOX
JT_EVENT_FREEZER	FREEZER
JT_EVENT_GARM_BABY	GARM_BABY
JT_EVENT_GOBLINE_XMAS	GOBLINE_XMAS
JT_EVENT_GOURD	EVENT_GOURD
JT_EVENT_GULLINBURSTI	GULLINBURSTI
JT_EVENT_HYDRO	HYDRO
JT_EVENT_JAKK	JAKK
JT_EVENT_KATRINN	KATRINN
JT_EVENT_KOBOLD	KOBOLD_1
JT_EVENT_LUDE	LUDE
JT_EVENT_MOBSTER	MOBSTER
JT_EVENT_MONEMUS01	MONEMUS
JT_EVENT_MONEMUS02	MONEMUS
JT_EVENT_MOON	MOONLIGHT
JT_EVENT_MYST	MYST
JT_EVENT_ORCHERO	ORK_HERO
JT_EVENT_OSIRIS	Osiris
JT_EVENT_PORING	Poring
JT_EVENT_RANGE	PENOMENA
JT_EVENT_RICECAKE	EVENT_RICECAKE
JT_EVENT_SASQUATCH	SASQUATCH
JT_EVENT_SEYREN	SEYREN
JT_EVENT_ZOMBIE	Zombie
JT_EVIL_CLOUD_HERMIT	EVIL_CLOUD_HERMIT
JT_EVIL_DRUID	EVIL_DRUID
JT_EVT_BAPHOMET	BAPHOMET_I
JT_EVT_BAPHO_JR	BAPHOMET_
JT_EVT_BIGFOOT	Bigfoot
JT_EVT_COCO	COCO
JT_EVT_ECLIPSE	ECLIPSE
JT_EVT_GEOGRAPHER	GEOGRAPHER
JT_EVT_GRIZZLY	GRIZZLY
JT_EVT_KINDOFBEETLE	KIND_OF_BEETLE
JT_EVT_MANTIS	MANTIS
JT_EVT_UNGOLIANT	UNGOLIANT
JT_EVT_VOCAL	VOCAL
JT_EVT_V_WOLF	VAGABOND_WOLF
JT_EV_NPC_VACATION_POPE	EV_NPC_VACATION_POPE
JT_EXCAVATOR_ROBOT	EXCAVATOR_ROBOT
JT_EXECUTIONER	EXECUTIONER
JT_EXECUTIONER_R	EXECUTIONER
JT_EXPLORATION_ROVER	EXPLORATION_ROVER
JT_EXPLORATION_ROVER_T	EXPLORATION_ROVER_T
JT_EXPLOSION	EXPLOSION
JT_EXPLOSION_H	explosion_mj
JT_EXP_1000	RED_PLANT
JT_EXP_TEST	8W_SOLDIER
JT_EXTRA_JOKER	extra_joker
JT_EZELLA	EZELLA
JT_E_ANDRE	ANDRE
JT_E_ANGRY_MIMIC	E_ANGRY_MIMIC
JT_E_ANIPORING_US	E_PORING_20
JT_E_ANOPHELES	ANOPHELES
JT_E_ANOPHELES_	ANOPHELES
JT_E_APOCALIPS_H	APOCALIPS_H
JT_E_AQUA_ELEMENTAL	AQUA_ELEMENTAL
JT_E_ARGIOPE	ARGIOPE
JT_E_BANDIT	BANDIT
JT_E_BAPHOMET	Baphomet
JT_E_BAPHOMET2	BAPHOMET
JT_E_BATHORY	BATHORY
JT_E_BLOODY_MURDERER	bloody_murderer
JT_E_BLUE_PLANT	BLUE_PLANT
JT_E_BOMBPORING	BOMBPORING
JT_E_B_EREMES	EREMES
JT_E_B_HARWORD	HARWORD
JT_E_B_SEYREN	SEYREN
JT_E_CHEAP_RAT	E_CHEAP_RAT
JT_E_CHOCO	CHOCO
JT_E_CHONCHON	CHOCHO
JT_E_COCO	COCO
JT_E_CONDOR	Condor
JT_E_COWRAIDERS1	e_cowraiders1
JT_E_COWRAIDERS2	e_cowraiders2
JT_E_COWRAIDERS3	e_cowraiders3
JT_E_CRAMP	CRAMP
JT_E_DANDY_STAR	aster
JT_E_DARKLORD	Dark_Lord
JT_E_DARK_LORD	Dark_Lord
JT_E_DARK_SNAKE_LORD	DARK_SNAKE_LORD
JT_E_DENIRO	DENIRO
JT_E_DEVILING	DEVILING
JT_E_DIABOLIC	DIABOLIC
JT_E_DOPPELGANGER	DOPPELGANGER
JT_E_DRACULA	DRACULA
JT_E_DRAGON_TAIL	DRAGON_TAIL
JT_E_DROPS	DROPS
JT_E_DULLAHAN	dullahan
JT_E_EASTER_BUNNY	E_EASTER_BUNNY
JT_E_EDDGA	EDDGA
JT_E_ELDER_WILOW	elder_wilow
JT_E_EMPEL_1	s_empel_1
JT_E_EMPEL_1B	s_empel_1
JT_E_EXPLOSION	E_EXPLOSION
JT_E_FABRE	FABRE
JT_E_FALLINGBISHOP	FALLINGBISHOP
JT_E_GARLING	E_GARLING
JT_E_GEFFEN_MAGE_3_1	GEFFEN_MAGE_3_1
JT_E_GEFFEN_MAGE_3_2	GEFFEN_MAGE_3_2
JT_E_GEFFEN_MAGE_3_3	GEFFEN_MAGE_3_3
JT_E_GHOSTRING	GHOSTRING
JT_E_GHOUL	Ghoul
JT_E_GIANT_HONET	GIANT_HONET
JT_E_GIANT_OCTOPUS	MD_GIANT_OCTOPUS
JT_E_GIANT_SPIDER	GIANT_SPIDER
JT_E_GIBBET	gibbet
JT_E_GLOOMUNDERNIGHT	GLOOMUNDERNIGHT
JT_E_GOLDEN_BUG	GOLDEN_BUG
JT_E_HAPPY_EGG	e_happy_egg
JT_E_HAPPY_EGG	E_HAPPY_EGG
JT_E_HORN	HORN
JT_E_HORNET	HORNET
JT_E_HORN_SCARABA	HORN_SCARABA
JT_E_HORN_SCARABA2	HORN_SCARABA2
JT_E_HUNTER_FLY	HUNTER_FLY
JT_E_HYDRA	HYDRA
JT_E_ICE_MINE	MM_ICE_MINE
JT_E_IFRIT	IFRIT
JT_E_IMP	E_IMP
JT_E_INCUBUS	INCUBUS
JT_E_KILLER_MANTIS	KILLER_MANTIS
JT_E_KIND_OF_BEETLE	KIND_OF_BEETLE
JT_E_KING_PORING	KING_PORING
JT_E_KNIGHT_OF_WINDSTORM	KNIGHT_OF_WINDSTORM
JT_E_KTULLANUX	KTULLANUX
JT_E_LOLI_RURI	loli_ruri
JT_E_LORD_OF_DEATH	LORD_OF_DEATH
JT_E_LORD_OF_DEATH2	LORD_OF_DEATH
JT_E_LUNAR_DRAGON_US	DANCING_DRAGON
JT_E_LUNAR_GEO_US	GEOGRAPHER
JT_E_LUNATIC_CLOVER	e_lunatic_clover
JT_E_LUNATIC_CLOVER	E_LUNATIC_CLOVER
JT_E_MAGIC_PLANT	E_MAGIC_PLANT
JT_E_MAGMARING	MAGMARING
