str	version	fps	maxKey	layers	frames	textures	blend(src/dst)
min_dancing_knife_skill_02.str	148	60	20	19	60	dan_slash_01.bmp;dan_slash_02.bmp;dan_sword_01.bmp;dan_sword_01.tga	0/0;5/6;5/7
min_dancing_knife_skill_bottom_01.str	148	60	40	5	26	dan_slash_01.bmp;dan_slash_02.bmp;dan_sword_01.bmp;dan_sword_01.tga	0/0;5/6;5/7
min_dancing_knife_skill_bottom_02.str	148	60	20	6	17	dan_slash_01.bmp;dan_slash_02.bmp;dan_sword_01.bmp;dan_sword_01.tga	0/0;5/6;5/7
min_dragonic_breath.str	148	60	45	6	23	17tex	0/0;5/6;5/7
min_dragonic_breath_bottom.str	148	60	45	2	5	dra_glow_00.tga	0/0;5/6
min_dragonic_breath_hit.str	148	60	33	2	5	10tex	0/0;5/7
min_efst_nightmare.str	148	60	63	5	12	13tex	0/0;1/6;5/6
min_exorcism_of_malicuous_soul.str	148	60	60	4	19	12tex	0/0;5/6;5/7
min_explosive_powder.str	148	60	53	40	196	20tex	0/0;5/7
min_four_charm_earth.str	148	60	120	15	74	27tex	0/0;5/6;5/7
min_four_charm_earth_bottom.str	148	60	120	10	59	6tex	0/0;5/6;5/7
min_four_charm_fire.str	148	60	120	10	43	31tex	0/0;5/6;5/7
min_four_charm_fire_bottom.str	148	60	120	6	39	fou_fire_glow.tga;fou_fire_light.bmp;fou_fire_magic.bmp;fou_fire_magic_back.tga	0/0;5/6;5/7
min_four_charm_ice.str	148	60	120	11	44	33tex	0/0;5/6;5/7
min_four_charm_ice_bottom.str	148	60	120	6	39	fou_ice_glow.tga;fou_ice_light.bmp;fou_magic_ice.bmp;fou_magic_ice_back.tga	0/0;5/6;5/7
min_four_charm_wind.str	148	60	120	11	60	17tex	0/0;5/6;5/7
min_four_charm_wind_bottom.str	148	60	120	6	39	fou_wind_glow.tga;fou_wind_light.bmp;fou_wind_magic.bmp;fou_wind_magic_back.tga	0/0;5/6;5/7
min_fuumakouchiku.str	148	60	39	7	24	9tex	0/0;5/6;5/7
min_fuumakouchiku_blasting.str	148	60	44	6	23	28tex	0/0;5/6;5/7
min_fuumashouaku.str	148	60	35	9	34	12tex	0/0;1/6;5/6;5/7
min_fuumashouaku_00.str	148	60	59	11	46	fuu_shuriken.tga;fuu_shuriken_a.tga;fuu_slash.bmp	0/0;5/6;5/7
min_grenade_fragment_darkness.str	148	60	65	6	25	13tex	0/0;5/6;5/7
min_grenade_fragment_earth.str	148	60	65	6	27	13tex	0/0;5/6;5/7
min_grenade_fragment_fire.str	148	60	65	4	17	13tex	0/0;5/7
min_grenade_fragment_reset.str	148	60	51	2	7	gre_reset_01.bmp	0/0;5/7
min_grenade_fragment_saint.str	148	60	65	6	27	13tex	0/0;5/6;5/7
min_grenade_fragment_water.str	148	60	65	6	27	13tex	0/0;5/6;5/7
min_grenade_fragment_wind.str	148	60	65	6	27	13tex	0/0;5/6;5/7
min_grenades_dropping.str	148	60	73	9	38	20tex	0/0;5/7
min_grenades_dropping_bottom.str	148	60	102	3	16	gdr_crack_01.tga;gdr_light_01.bmp	0/0;5/6;5/7
min_guard_stance.str	148	60	70	4	23	gua_shield_00.tga;gua_sword_00.tga	0/0;5/6
min_guard_stance_cast.str	148	60	0	1	0		
min_guard_stance_cast_bottom.str	148	60	59	2	5	gua_m.bmp	0/0;5/7
min_hasty_fire_in_the_hole_5x5.str	148	60	60	3	14	has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
min_hasty_fire_in_the_hole_5x5.str	148	60	67	8	31	19tex	0/0;5/7
min_hasty_fire_in_the_hole_7x7.str	148	60	60	3	14	has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
min_hasty_fire_in_the_hole_7x7.str	148	60	67	8	33	19tex	0/0;5/7
min_hasty_fire_in_the_hole_9x9.str	148	60	60	3	14	has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
min_hasty_fire_in_the_hole_9x9.str	148	60	67	8	33	19tex	0/0;5/7
min_hiddencard.str	148	60	130	19	68	27tex	0/0;5/6;5/7
min_hiddencard_thunder.str	148	60	43	3	8	12tex	0/0;5/7
min_hitouakumu.str	148	60	39	1	0		
min_hitouakumu_00.str	148	60	22	3	6	hit_kunai.tga;hit_shine_1.bmp	0/0;5/6;5/7
min_hitouakumu_01.str	148	60	25	2	3	hit_shuriken.tga	0/0;5/6
min_hitouakumu_02.str	148	60	24	3	6	hit_kunai.tga;hit_shine_1.bmp	0/0;5/6;5/7
min_hogogong_strike.str	148	60	40	8	43	hoc_chul_ho_02.bmp;hoc_light_02.bmp;hst_chul_ho_01.bmp;hst_chul_ho_02.bmp	0/0;5/7
min_holy_shield.str	148	60	80	6	17	11tex	0/0;5/6;5/7
min_holy_shield_cast.str	148	60	180	11	60	14tex	0/0;5/6;5/7
min_holy_shield_loop.str	148	60	120	5	12	hol_shieldbuff_00.tga	0/0;5/6;5/7
min_howling_of_chul_ho.str	148	60	33	3	8	hoc_chul_ho_02.bmp;hoc_light_02.bmp	0/0;5/7
min_howling_of_chul_ho_scared.str	148	60	35	4	23	hoc_scared_01.tga;hoc_scared_02.bmp	0/0;5/6;5/7
min_hyun_rok_cannon.str	148	60	35	4	62	hrc_projectile_01.tga;hrc_projectile_02.bmp	0/0;5/6;5/7
min_hyun_roks_breeze.str	148	60	73	4	21	14tex	0/0;5/7
min_hyun_roks_breeze_bottom.str	148	60	16	2	5	hyu_bottom_00.bmp;hyu_bottom_01.bmp;hyu_bottom_02.bmp;hyu_bottom_03.bmp	0/0;5/7
min_intensive_aim_00.str	148	60	29	3	6	int_bullet_00.tga	0/0;5/6;5/7
min_intensive_aim_01.str	148	60	29	3	6	int_bullet_01.tga	0/0;5/6;5/7
min_intensive_aim_02.str	148	60	29	3	6	int_bullet_02.tga	0/0;5/6;5/7
min_intensive_aim_03.str	148	60	29	3	6	int_bullet_03.tga	0/0;5/6;5/7
min_intensive_aim_04.str	148	60	29	3	6	int_bullet_04.tga	0/0;5/6;5/7
min_intensive_aim_05.str	148	60	29	3	6	int_bullet_05.tga	0/0;5/6;5/7
min_intensive_aim_06.str	148	60	29	3	6	int_bullet_06.tga	0/0;5/6;5/7
min_intensive_aim_07.str	148	60	29	3	6	int_bullet_07.tga	0/0;5/6;5/7
min_intensive_aim_08.str	148	60	29	3	6	int_bullet_08.tga	0/0;5/6;5/7
min_intensive_aim_09.str	148	60	29	3	6	int_bullet_09.tga	0/0;5/6;5/7
min_intensive_aim_10.str	148	60	29	3	6	int_bullet_10.tga	0/0;5/6;5/7
min_intensiveaim_full.str	148	60	25	3	6	int_bullet_full_00.tga;int_bullet_full_01.tga;int_bullet_full_02.tga;int_bullet_full_03.tga;int_bullet_full_04.tga	0/0;5/6;5/7
min_intensiveaim_helix.str	148	60	89	4	19	int_helix_light_01.bmp;int_mark_01.bmp;int_mark_02.bmp	0/0;5/7
min_kageakumu.str	148	60	109	10	53	14tex	0/0;1/6;5/6
min_kagegari.str	148	60	22	3	6	21tex	0/0;1/6;5/6
min_kagegissen.str	148	60	24	11	50	8tex	0/0;1/6;5/6;5/7
min_kagekakusi.str	148	60	45	3	8	14tex	0/0;1/6;5/6
min_kagenomai.str	148	60	55	4	9	28tex	0/0;1/6;5/6
min_ki_sul_rampage.str	148	60	58	1	0		
min_ki_sul_rampage_bottom.str	148	60	80	6	37	ram_crack_00.tga;ram_glow_00.tga;ram_shock_00.bmp	0/0;5/6;5/7
min_ki_sul_water_spraying.str	148	60	108	11	50	kis_glow_11.tga;kis_light_01.bmp;kis_water_00.bmp;kis_water_01.bmp	0/0;5/6;5/7
min_kinryuuhou.str	148	60	34	7	26	kin_dragon_01.tga;kin_light_line01.tga;kin_shine_1.bmp;kin_smoke.tga	0/0;5/6;5/7
min_kinryuuhou_hit.str	148	60	51	7	48	6tex	0/0;5/6;5/7
min_kunaiarea_01_end.str	148	60	19	4	9	kun_kunai_a.tga	0/0;5/6
min_kunaiarea_01_loop.str	148	60	59	4	9	kun_kunai_a.tga	0/0;5/6
min_kunaiarea_01_start.str	148	60	50	7	24	kun_f__exp_00.bmp;kun_f__exp_01.bmp;kun_f__exp_02.bmp;kun_f__exp_03.bmp;kun_kunai_a.tga	0/0;5/6;5/7
min_kunaikaiten_00.str	148	60	27	17	48	kun_kunai.tga;kun_shine_1.bmp	0/0;5/6;5/7
min_kunaikaiten_01.str	148	60	42	13	36	kun_kunai.tga;kun_shine_1.bmp	0/0;5/6;5/7
min_kunaikaiten_bottom.str	148	60	45	1	0		
min_kunaikussetsu.str	148	60	44	3	6	12tex	0/0;1/6;5/6
min_kunaikussetsu_end.str	148	60	19	3	6	12tex	0/0;1/6;5/6
min_kunaiwaikyoku.str	148	60	28	7	34	kun_kunai.tga;kun_shine_1.bmp;kun_slas.tga	0/0;1/6;5/6;5/7
min_magazine_for_one.str	148	60	64	3	10	16tex	0/0;5/7
min_marine_festival_of_ki_sul.str	148	60	70	3	12	11tex	0/0;5/7
min_marine_festival_of_ki_sul_bottom.str	148	60	45	5	20	mar_light_01.tga;mar_wave07.bmp;mar_wave_2_02.bmp	0/0;5/6;5/7
min_mayhemic_thorns.str	148	60	60	7	26	13tex	0/0;5/7
min_mayhemic_thorns_bottom.str	148	60	52	8	37	25tex	0/0;5/6;5/7
min_mighty_smash.str	148	60	48	4	15	17tex	0/0;5/6;5/7
min_mission_bombard.str	148	60	41	4	19	11tex	0/0;5/7
min_mission_bombard_fire.str	148	60	60	6	15	10tex	0/0;5/7
min_mission_bombard_fire_bottom.str	148	60	60	3	14	16tex	0/0;5/6;5/7
min_mission_bombard_hit.str	148	60	51	3	14	10tex	0/0;5/7
min_new_fuumakouchiku.str	148	60	110	17	116	8tex	0/0;5/6;5/7
min_new_raidenpou.str	148	60	79	18	456	18tex	0/0;5/7
min_new_raidenpou_cast.str	148	60	39	4	15	22tex	0/0;5/7
min_new_raidenpou_hit.str	148	60	47	4	21	25tex	0/0;1/6;5/7
min_only_one_bullet.str	148	60	50	6	43	hid_light_04.bmp;onl_mark_01.tga;onl_mark_03.tga	0/0;5/6;5/7
min_only_one_bullet_hit.str	148	60	12	3	10	onl_fire_00.bmp;onl_fire_01.bmp;onl_fire_02.bmp;onl_fire_03.bmp;onl_light_01.bmp	0/0;5/7
min_raidenpou.str	148	60	89	16	51	36tex	0/0;1/6;5/6;5/7
min_rebound_shield.str	148	60	44	12	33	reb_circle_01.bmp;reb_ring_01.tga	0/0;5/6;5/7
min_rebound_shield_bottom.str	148	60	39	4	19	13tex	0/0;5/6;5/7
min_rebound_shield_cast.str	148	60	40	3	6	8tex	0/0;5/6;5/7
min_rebound_shield_cast_bottom.str	148	60	40	4	9	reb_blk_01.tga;reb_circle_01.bmp	0/0;5/6;5/7
min_red_phoenix_end.str	148	60	9	3	6	tof_glow_01.tga;tof_phoenix_00.bmp	0/0;5/6;5/7
min_red_phoenix_loop.str	148	60	59	3	6	tof_glow_01.tga;tof_phoenix_00.bmp	0/0;5/6;5/7
min_red_phoenix_start.str	148	60	4	3	8	tof_glow_01.tga;tof_phoenix_00.bmp	0/0;5/6;5/7
min_reiketsuhou.str	148	60	29	12	33	rei_circle_1.bmp;rei_flare_00.bmp;rei_ice.tga;rei_ice_01.tga	0/0;5/6;5/7
min_reiketsuhou_bottom.str	148	60	85	13	84	13tex	0/0;5/6
min_researchreport_cast.str	148	60	42	2	3	15tex	0/0;5/7
min_researchreport_cast_bottom.str	148	60	42	1	0		
min_sandy_festival_of_ki_sul.str	148	60	40	3	10	11tex	0/0;5/7
min_sandy_festival_of_ki_sul_bottom.str	148	60	45	5	20	san_light_01.tga;san_wave07.bmp;san_wave_2_02.bmp	0/0;5/6;5/7
min_sekienhou.str	148	60	75	3	8	41tex	0/0;3/7;5/7
min_ske_all_in_the_sky.str	148	60	140	17	82	6tex	0/0;5/6;5/7
min_ske_dawn_break.str	148	60	44	4	13	6tex	0/0;5/6;5/7
min_ske_enchanting_sky_00.str	148	60	20	15	70	enc_backcircle_00.tga;enc_innercircle02.tga;enc_innercircle_00.tga;enc_moon.tga;enc_sun.tga	0/0;5/6;5/7
min_ske_enchanting_sky_01.str	148	60	59	15	60	enc_backcircle_00.tga;enc_innercircle02.tga;enc_innercircle_00.tga;enc_moon.tga;enc_sun.tga	0/0;5/6;5/7
min_ske_midnight_kick.str	148	60	42	6	21	6tex	0/0;5/6;5/7
min_ske_noon_blast.str	148	60	51	8	25	10tex	0/0;5/6;5/7
min_ske_rising_moon_00.str	148	60	19	11	50	ris_innercircle_00.tga;ris_innercircle_01.tga;ris_moon.tga;ris_outercircle.tga	0/0;5/6;5/7
min_ske_rising_moon_01.str	148	60	39	9	28	ris_innercircle_00.tga;ris_innercircle_01.tga;ris_moon.tga;ris_outercircle.tga	0/0;5/6;5/7
min_ske_rising_moon_02.str	148	60	39	11	40	ris_innercircle_00.tga;ris_innercircle_01.tga;ris_moon.tga;ris_outercircle.tga	0/0;5/6;5/7
min_ske_rising_moon_03.str	148	60	39	9	30	ris_innercircle_00.tga;ris_innercircle_01.tga;ris_moon.tga;ris_outercircle.tga	0/0;5/6;5/7
min_ske_rising_moon_04.str	148	60	39	11	40	ris_innercircle_00.tga;ris_innercircle_01.tga;ris_moon.tga;ris_outercircle.tga	0/0;5/6;5/7
min_ske_rising_moon_05.str	148	60	39	9	30	ris_innercircle_00.tga;ris_innercircle_01.tga;ris_moon.tga;ris_outercircle.tga	0/0;5/6;5/7
min_ske_rising_sun_00.str	148	60	19	10	45	ris_innercircle.tga;ris_outercircle.tga;ris_sun.tga	0/0;5/6;5/7
min_ske_rising_sun_01.str	148	60	39	7	24	ris_innercircle.tga;ris_outercircle.tga;ris_sun.tga	0/0;5/6;5/7
min_ske_rising_sun_02.str	148	60	39	9	34	ris_innercircle.tga;ris_outercircle.tga;ris_sun.tga	0/0;5/6;5/7
min_ske_rising_sun_03.str	148	60	39	7	24	ris_innercircle.tga;ris_outercircle.tga;ris_sun.tga	0/0;5/6;5/7
min_ske_rising_sun_04.str	148	60	39	9	34	ris_innercircle.tga;ris_outercircle.tga;ris_sun.tga	0/0;5/6;5/7
min_ske_rising_sun_05.str	148	60	39	7	24	ris_innercircle.tga;ris_outercircle.tga;ris_sun.tga	0/0;5/6;5/7
min_ske_star_cannon.str	148	60	73	5	28	sta_light_line.tga;sta_star_trail.tga	0/0;5/6;5/7
min_ske_star_cannon_bottom.str	148	60	85	4	15	7tex	0/0;5/6;5/7
min_ske_twinkling_galaxy00.str	148	60	70	5	28	twi_light_line01.tga;twi_star_trail.tga	0/0;5/6;5/7
min_ske_twinkling_galaxy01.str	148	60	70	5	28	twi_light_line01.tga;twi_star_trail.tga	0/0;5/6;5/7
min_ske_twinkling_galaxy02.str	148	60	70	5	28	twi_light_line01.tga;twi_star_trail.tga	0/0;5/6;5/7
min_ske_twinkling_galaxy03.str	148	60	70	5	28	twi_light_line01.tga;twi_star_trail.tga	0/0;5/6;5/7
min_ske_twinkling_galaxy_bottom.str	148	60	66	4	11	7tex	0/0;5/6;5/7
min_soul_gathering.str	148	60	50	13	84	13tex	0/0;5/6;5/7
min_soul_of_heaven_and_earth.str	148	60	75	3	14	19tex	0/0;5/6;5/7
min_soul_of_heaven_and_earth_buff.str	148	60	55	3	14	13tex	0/0;5/6;5/7
min_spark_blaster.str	148	60	40	2	5	spa_shield_00.bmp	0/0;5/7
min_spark_blaster_bottom.str	148	60	46	18	85	21tex	0/0;5/6;5/7
min_spiral_shooting.str	148	60	43	3	8	17tex	0/0;5/7
min_sunset_blast.str	148	60	47	8	31	10tex	0/0;5/6;5/7
min_sunset_blast_small.str	148	60	35	3	10	9tex	0/0;5/6;5/7
min_talisman_of_black_tortoise.str	148	60	95	5	30	17tex	0/0;5/6;5/7
min_talisman_of_black_tortoise_bottom.str	148	60	90	4	19	tot_circle_00.bmp;tot_crack_00.tga;tot_glow_00.tga	0/0;5/6;5/7
min_talisman_of_blue_dragon.str	148	60	70	6	27	13tex	0/0;5/6;5/7
min_talisman_of_four_bearing_god.str	148	60	69	12	79	7tex	0/0;5/6;5/7
min_talisman_of_magician.str	148	60	64	9	64	tom_talisman_00.tga	0/0;5/6;5/7
min_talisman_of_magician_bottom.str	148	60	106	4	35	12tex	0/0;5/6;5/7
min_talisman_of_protection.str	148	60	135	11	88	top_ring_00.tga;top_shield_00.bmp;top_talisman_00.tga	0/0;5/6;5/7
min_talisman_of_red_phoenix.str	148	60	68	4	21	14tex	0/0;5/6;5/7
min_talisman_of_red_phoenix_bottom.str	148	60	93	3	16	8tex	0/0;5/6;5/7
min_talisman_of_soul_stealing.str	148	60	118	17	104	tos_particle_00.bmp;tos_particle_01.bmp;tos_talisman_00.tga	0/0;5/6;5/7
min_talisman_of_the_five_elements.str	148	60	70	14	111	8tex	0/0;5/6;5/7
min_talisman_of_warrior.str	148	60	120	15	100	tow_flare_02.bmp;tow_flare_03.tga;tow_glow_00.tga;tow_sword_00.tga;tow_talisman_00.tga	0/0;5/6;5/7
min_talisman_of_white_tiger.str	148	60	69	6	33	tow_glow_00.tga;tow_ring_00.bmp;tow_talisman_00.tga;tow_tigerface_04.bmp	0/0;5/6;5/7
min_temporary_communion.str	148	60	77	22	492	11tex	0/0;5/7
min_temporary_communion_buff.str	148	60	34	1	0		
min_temporary_communion_buff_bottom.str	148	60	41	3	10	tem_light_01.bmp	0/0;5/7
min_the_vigilante_at_night_bottom.str	148	60	50	2	5	the_circle_01.bmp	0/0;5/7
min_the_vigilante_at_night_crack.str	148	60	58	3	12	gre_bg_01.tga;the_crack_01.tga	0/0;5/6;5/7
min_tokedasu.str	148	60	85	4	15	13tex	0/0;1/6;5/6
min_tokedasu_shadow.str	148	60	84	7	30	11tex	0/0;1/6
min_totem_of_tutelary_bottom_end.str	148	60	18	3	6	6tex	0/0;5/6;5/7
min_totem_of_tutelary_bottom_loop.str	148	60	59	3	6	6tex	0/0;5/6;5/7
min_totem_of_tutelary_bottom_start.str	148	60	11	3	6	tot_circle_00.bmp;tot_glow_00.tga	0/0;5/6;5/7
min_totem_of_tutelary_end.str	148	60	10	3	6	tot_tree_05.tga;tot_tree_06.tga	0/0;5/6;5/7
min_totem_of_tutelary_loop.str	148	60	69	3	6	7tex	0/0;5/6;5/7
min_totem_of_tutelary_start.str	148	60	11	3	6	tot_tree_00.tga	0/0;5/6;5/7
min_triple_laser.str	148	60	80	4	31	trl_laser_00.bmp;trl_laser_01.bmp	0/0;5/7
min_ultimatesacrifice.str	148	60	120	11	62	14tex	0/0;5/6;5/7
min_ultimatesacrifice_bottom.str	148	60	0	1	0		
min_ultimatesacrifice_shine.str	148	60	120	10	47	ult_shine_1.bmp;ult_shine_1.tga;ult_shine_3.bmp	0/0;5/6;5/7
min_vigor_buff.str	148	60	60	5	13	7tex	0/0;5/7
min_vigor_cast.str	148	60	30	5	20	vig_circle_00.bmp;vig_circle_00.tga;vig_flare_01.bmp;vig_glow_01.tga	0/0;5/6;5/7
min_white_tiger_end.str	148	60	9	3	6	tof_glow_01.tga;tof_white_tiger_00.bmp	0/0;5/6;5/7
min_white_tiger_loop.str	148	60	59	3	6	tof_glow_01.tga;tof_white_tiger_00.bmp	0/0;5/6;5/7
min_white_tiger_start.str	148	60	4	3	8	tof_glow_01.tga;tof_white_tiger_00.bmp	0/0;5/6;5/7
min_wild_fire.str	148	60	40	3	12	wil_cylinder_01.bmp;wil_light_02.bmp	0/0;5/7
min_wild_fire_bottom.str	148	60	45	5	22	11tex	0/0;5/6;5/7
mine.str	148	60	80	3	28	boom001.bmp	0/0;5/7
mission_bombard.str	148	60	67	13	60	14tex	0/0;5/6;5/7
mission_bombard_fire.str	148	60	60	17	48	14tex	0/0;5/7
mission_bombard_fire_bottom.str	148	60	60	3	14	16tex	0/0;5/6;5/7
mission_bombard_hit.str	148	60	51	9	34	11tex	0/0;5/6;5/7
mobile_ef01.str	148	60	104	44	837	10tex	0/0;5/7
mobile_ef02.str	148	60	101	18	333	explosive_1_128.bmp;lens_b.bmp;wing_paticle00.bmp;wing_paticle01.bmp;wing_paticle02.bmp	0/0;5/7
mobile_ef03.str	148	60	215	27	1904	puyan.bmp;snow_a.bmp;snow_b.bmp	0/0;5/7
moonlight_1.str	148	60	120	3	14	slash_b_.bmp	0/0;5/7
moonlight_2.str	148	60	120	5	28	slash_b_.bmp	0/0;5/7
moonlight_3.str	148	60	120	7	40	slash_b_.bmp	0/0;5/7
moonstar.str	148	60	135	11	102	moon1.bmp;pang.bmp;pika02.bmp;star1.bmp	0/0;5/7
moonstar2.str	148	60	135	9	64	pang.bmp;pika02.bmp	0/0;5/7
moonstar2.str	148	60	135	9	64	pang.bmp;pika02.bmp	0/0;5/7
musical_interlude.str	148	60	80	41	124	18tex	0/0;5/6;5/7
musical_interlude_cast.str	148	60	60	13	76	mus_curtain_cast_01.tga;mus_light_01.bmp;mus_light_02.bmp;mus_light_03.bmp;mus_smk_01.tga	0/0;5/6;5/7
mvp.str	148	60	110	14	289	11tex	0/0;5/6;5/7
mystery_illusion.str	148	60	50	2	3	10tex	0/0;6/6
mystery_illusion_bottom.str	148	60	50	5	14	11tex	0/0;5/7;6/6
mystery_illusion_cast.str	148	60	35	7	20	13tex	0/0;5/7
mystery_illusion_cast_bottom.str	148	60	35	3	6	10tex	0/0;6/6
mystery_illusion_hit.str	148	60	28	6	15	6tex	0/0;5/7;6/6
mysticsymphony.str	148	60	84	5	142	16tex	0/0;5/6;5/7
mysticsymphony_cast.str	148	60	65	15	50	mys_flare_00.bmp;mys_ring_00.tga	0/0;5/6;5/7
mysticsymphony_note.str	148	60	40	3	25	mys_note.tga	0/0;2/1;5/6
napalm_vulcan_strike.str	148	60	55	21	60	19tex	0/0;5/6;5/7
nc_magma_eruption.str	148	60	110	14	97	13tex	0/0;5/7
new_a_machine.str	148	60	57	4	51	8tex	0/0;5/6
new_a_machine_attack.str	148	60	59	10	33	15tex	0/0;5/6;5/7
new_a_machine_cast.str	148	60	90	13	52	20tex	0/0;5/6;5/7
new_a_machine_cast_bottom.str	148	60	59	3	6	16tex	0/0;5/7
new_a_machine_end.str	148	60	59	10	33	10tex	0/0;5/6;5/7
new_a_machine_hit.str	148	60	17	3	6	a_hit_00.bmp;a_hit_01.bmp;a_hit_02.bmp;a_hit_03.bmp;cast_light.bmp	0/0;5/7
new_a_machine_start.str	148	60	59	7	24	12tex	0/0;5/6;5/7
new_abr_infinity.str	148	60	44	12	47	41tex	0/0;5/6;5/7
new_abr_infinity_bottom.str	148	60	84	2	5	inf_a.tga	0/0;5/6
new_abr_infinity_cast.str	148	60	59	9	24	17tex	0/0;5/6;5/7
new_abr_infinity_hit.str	148	60	18	3	6	8tex	0/0;5/6;5/7
new_abr_mother_01.str	148	60	59	12	39	38tex	0/0;2/1;5/7
new_abr_mother_01.str	148	60	59	12	39	38tex	0/0;2/1;5/7
new_abr_mother_02.str	148	60	59	12	39	38tex	0/0;2/1;5/7
new_abr_mother_02.str	148	60	59	12	39	38tex	0/0;2/1;5/7
new_abr_mother_cast.str	148	60	59	3	6	30tex	0/0;5/7
new_adoramus.str	148	60	45	3	14	7tex	0/0;5/7
new_adoramus.str	148	60	55	23	148	8tex	0/0;5/7
new_adoramus_bottom.str	148	60	30	2	5	ado_circle_00.bmp	0/0;5/7
new_adoramus_bottom.str	148	60	35	3	10	ado_circle_00.bmp;ado_flare_00.bmp	0/0;5/7
new_aimedbolt_attack_01clock.str	148	60	24	6	17	aim_bolt.bmp;aim_shot.bmp;aim_shot_sonic.bmp	0/0;5/7
new_aimedbolt_attack_01clock.str	148	60	45	18	65	6tex	0/0;5/7
new_aimedbolt_attack_05clock.str	148	60	24	6	17	aim_bolt.bmp;aim_shot.bmp;aim_shot_sonic.bmp	0/0;5/7
new_aimedbolt_attack_05clock.str	148	60	45	18	65	6tex	0/0;5/7
new_aimedbolt_attack_07clock.str	148	60	24	6	17	aim_bolt.bmp;aim_shot.bmp;aim_shot_sonic.bmp	0/0;5/7
new_aimedbolt_attack_07clock.str	148	60	45	18	65	6tex	0/0;5/7
new_aimedbolt_attack_11clock.str	148	60	24	6	17	aim_bolt.bmp;aim_shot.bmp;aim_shot_sonic.bmp	0/0;5/7
new_aimedbolt_attack_11clock.str	148	60	45	18	65	6tex	0/0;5/7
new_aimedbolt_cast_bottom.str	148	60	107	2	143	10tex	0/0;5/7
new_aimedbolt_cast_bottom.str	148	60	107	3	148	11tex	0/0;5/7
new_aimedbolt_end.str	148	60	43	9	60	aim_part_00.bmp;aim_part_03.bmp;aim_part_04.bmp;aim_part_05.bmp;aim_pointer_07.bmp	0/0;5/7
new_aimedbolt_end.str	148	60	120	15	80	9tex	0/0;5/7
new_aimedbolt_target_loop.str	148	60	40	3	22	8tex	0/0;5/7
new_aimedbolt_target_loop.str	148	60	40	3	22	8tex	0/0;5/7
new_armscannon_01.str	148	60	47	5	108	gun_fire_00.tga;gun_fire_a1.tga;gun_fire_b1.tga;gun_fire_c1.tga;gun_fire_d1.tga	0/0;5/7
new_armscannon_01_clock_down.str	148	60	90	26	311	9tex	0/0;5/6;5/7
new_armscannon_01_clock_down.str	148	60	90	26	311	9tex	0/0;5/6;5/7
new_armscannon_01_clock_up.str	148	60	52	11	188	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_01_clock_up.str	148	60	52	11	188	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_01_down.str	148	60	37	41	256	14tex	0/0;5/6;5/7
new_armscannon_01_down.str	148	60	37	41	256	14tex	0/0;5/6;5/7
new_armscannon_01_down.str	148	60	37	41	256	14tex	0/0;5/6;5/7
new_armscannon_01_up.str	148	60	37	9	152	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_01_up.str	148	60	37	9	152	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_01_up.str	148	60	37	9	152	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_05.str	148	60	47	5	108	gun_fire_00.tga;gun_fire_a1.tga;gun_fire_b1.tga;gun_fire_c1.tga;gun_fire_d1.tga	0/0;5/7
new_armscannon_05_clock_down.str	148	60	48	11	164	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_05_clock_down.str	148	60	48	11	164	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_05_clock_up.str	148	60	90	26	311	9tex	0/0;5/6;5/7
new_armscannon_05_clock_up.str	148	60	90	26	311	9tex	0/0;5/6;5/7
new_armscannon_05_down.str	148	60	37	9	138	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_05_down.str	148	60	37	9	138	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_05_down.str	148	60	37	9	138	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_05_up.str	148	60	37	41	258	14tex	0/0;5/6;5/7
new_armscannon_05_up.str	148	60	37	41	258	14tex	0/0;5/6;5/7
new_armscannon_05_up.str	148	60	37	41	258	14tex	0/0;5/6;5/7
new_armscannon_07.str	148	60	47	5	108	gun_fire_00.tga;gun_fire_a1.tga;gun_fire_b1.tga;gun_fire_c1.tga;gun_fire_d1.tga	0/0;5/7
new_armscannon_07_clock_down.str	148	60	48	11	168	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_07_clock_down.str	148	60	48	11	168	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
new_armscannon_07_clock_up.str	148	60	90	26	329	9tex	0/0;5/6;5/7
new_armscannon_07_clock_up.str	148	60	90	26	329	9tex	0/0;5/6;5/7
new_armscannon_07_down.str	148	60	37	9	138	empty_bullet.tga;empty_bullet_2.tga	0/0;5/6
